/*LISTA GERAL CLASSIFICADO POR NOTA*/
450  Administracao – bacharel
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
587493	574.04	626.62	663.26	664.14	900 	AC	581.98	2
555612	623.35	666.19	508.61	626.35	850 	AC	551.26	3
575443	721.95	626.62	624.60	588.56	600 	AC	528.71	4
558300	574.04	666.19	624.60	664.14	600 	AC	522.16	5
586773	623.35	666.19	547.28	664.14	600 	AC	516.55	6
564425	524.74	547.48	663.26	664.14	700 	AC	516.29	7
592116	376.84	547.48	663.26	626.35	850 	AC	509.15	8
585066	524.74	547.48	779.25	588.56	600 	AC	504.37	9
557544	623.35	468.35	663.26	701.94	500 	AC	487.74	10
592052	524.74	626.62	779.25	475.18	550 	AC	487.52	11
559852	524.74	587.05	663.26	664.14	500 	AC	484.20	12
563952	672.65	587.05	585.94	550.76	500 	AC	475.64	13
555108	524.74	507.92	585.94	626.35	650 	AC	475.35	14
587441	623.35	428.78	585.94	588.56	650 	AC	471.68	15
558219	672.65	587.05	547.28	664.14	400 	AC	470.59	16
580806	623.35	705.76	663.26	626.35	250 	AC	470.11	17
559494	574.04	468.35	624.60	626.35	550 	AC	465.03	18
573675	574.04	587.05	701.92	626.35	350 	AC	464.24	19
557026	623.35	428.78	585.94	550.76	650 	AC	464.13	20
590594	623.35	587.05	663.26	588.56	350 	AC	458.81	21
555995	475.44	587.05	547.28	550.76	650 	AC	458.47	22
559351	574.04	587.05	469.95	626.35	550 	AC	457.84	23
589849	623.35	507.92	547.28	475.18	650 	AC	457.10	24
579188	623.35	547.48	508.61	550.76	500 	AC	442.40	25
547771	574.04	507.92	585.94	550.76	500 	AC	440.09	26
557481	524.74	547.48	547.28	512.97	550 	AC	432.86	27
589866	672.65	547.48	547.28	550.76	350 	AC	430.00	28
579553	524.74	666.19	469.95	550.76	450 	AC	428.69	29
551530	475.44	428.78	624.60	512.97	600 	AC	424.72	30
557889	623.35	507.92	663.26	512.97	300 	AC	417.86	31
558989	574.04	507.92	624.60	588.56	300 	AC	415.38	32
558671	475.44	428.78	663.26	475.18	550 	AC	414.89	33
592857	623.35	626.62	469.95	550.76	300 	AC	410.50	34
575936	574.04	547.48	585.94	512.97	350 	AC	410.45	35
558421	376.84	547.48	547.28	588.56	500 	AC	408.39	36
590444	524.74	587.05	508.61	437.38	500 	AC	407.92	37
573686	475.44	547.48	469.95	512.97	550 	AC	407.53	38
588288	623.35	468.35	585.94	475.18	400 	AC	406.92	39
588643	672.65	428.78	547.28	550.76	300 	AC	396.25	40
544820	672.65	587.05	469.95	437.38	300 	AC	389.77	41
573294	574.04	547.48	585.94	399.59	350 	AC	387.77	42
584305	623.35	468.35	585.94	475.18	300 	AC	386.92	43
583768	623.35	507.92	547.28	437.38	300 	AC	379.55	44
592677	623.35	468.35	508.61	437.38	300 	AC	363.90	45
560102	574.04	507.92	547.28	437.38	250 	AC	359.69	46
557739	524.74	507.92	508.61	475.18	300 	AC	359.65	47
585578	721.95	666.19	624.60	550.76	900 	L1	589.06	1
584922	524.74	468.35	779.25	664.14	850 	L1	553.66	2
568813	721.95	468.35	624.60	512.97	800 	L1	521.93	3
571829	524.74	666.19	585.94	626.35	650 	L1	507.01	4
553341	672.65	587.05	585.94	475.18	650 	L1	490.52	5
554802	524.74	468.35	624.60	588.56	700 	L1	477.61	6
560377	574.04	547.48	624.60	512.97	400 	L1	428.18	7
557280	623.35	507.92	508.61	512.97	500 	L1	426.93	8
557767	376.84	507.92	585.94	550.76	500 	L1	400.65	9
588665	574.04	389.21	585.94	437.38	350 	L1	363.68	10
589719	771.25	705.76	585.94	512.97	400 	L3	491.55	1
592281	574.04	547.48	469.95	512.97	250 	L3	367.25	2
547797	672.65	626.62	508.61	588.56	700 	L5	515.65	1
583454	574.04	626.62	624.60	550.76	400 	L5	451.57	2
577348	623.35	587.05	585.94	664.14	500 	L7	488.46	1
544577	672.65	626.62	547.28	588.56	450 	L7	473.38	2
554060	623.35	547.48	469.95	550.76	650 	L7	464.67	3
590080	574.04	626.62	585.94	550.76	300 	L7	423.84	4

2501  Administracao – bacharel
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
543797	820.55	824.47	779.25	853.11	750 	AC	715.14	1
551328	721.95	824.47	663.26	701.94	750 	AC	663.45	2
564568	574.04	705.76	701.92	701.94	900 	AC	661.91	3
578291	623.35	666.19	585.94	701.94	950 	AC	658.38	4
591757	623.35	626.62	585.94	739.73	800 	AC	609.06	5
551266	623.35	626.62	508.61	701.94	850 	AC	608.77	6
554370	721.95	547.48	779.25	701.94	800 	AC	606.95	7
547320	672.65	626.62	624.60	588.56	850 	AC	602.62	8
583446	623.35	626.62	663.26	664.14	800 	AC	601.68	9
566632	771.25	507.92	779.25	777.52	750 	AC	600.13	10
546449	574.04	666.19	701.92	588.56	800 	AC	597.37	11
592049	771.25	626.62	701.92	664.14	700 	AC	590.33	12
571343	672.65	547.48	740.59	626.35	800 	AC	583.04	13
574507	574.04	626.62	740.59	626.35	750 	AC	581.92	14
580547	672.65	626.62	701.92	588.56	750 	AC	580.36	15
546664	623.35	666.19	740.59	739.73	600 	AC	576.40	16
564244	623.35	587.05	663.26	664.14	750 	AC	574.81	17
553982	623.35	587.05	701.92	701.94	700 	AC	571.23	18
561869	623.35	547.48	663.26	550.76	850 	AC	570.26	19
581059	623.35	547.48	585.94	664.14	800 	AC	570.20	20
585781	672.65	705.76	547.28	701.94	600 	AC	566.31	21
560443	672.65	626.62	663.26	664.14	650 	AC	561.61	22
551587	721.95	547.48	624.60	626.35	750 	AC	561.37	23
589513	623.35	626.62	701.92	664.14	650 	AC	560.54	24
579131	672.65	587.05	508.61	701.94	700 	AC	556.83	25
583457	672.65	507.92	663.26	588.56	800 	AC	555.88	26
566678	574.04	666.19	663.26	475.18	750 	AC	555.83	27
571370	771.25	587.05	740.59	588.56	650 	AC	552.21	28
555130	574.04	587.05	624.60	739.73	650 	AC	551.13	29
551119	623.35	587.05	547.28	664.14	700 	AC	548.21	30
565747	623.35	547.48	624.60	588.56	750 	AC	543.95	31
572282	475.44	507.92	663.26	550.76	850 	AC	543.60	32
591424	672.65	587.05	663.26	550.76	650 	AC	527.06	33
580967	574.04	587.05	701.92	550.76	650 	AC	521.07	34
564845	574.04	587.05	547.28	626.35	650 	AC	520.72	35
572704	475.44	666.19	701.92	550.76	600 	AC	519.95	36
591770	721.95	587.05	508.61	626.35	600 	AC	516.64	37
588381	475.44	666.19	624.60	701.94	500 	AC	512.45	38
589499	672.65	587.05	508.61	550.76	650 	AC	511.60	39
554850	574.04	547.48	585.94	588.56	650 	AC	505.16	40
587558	623.35	547.48	585.94	475.18	700 	AC	502.41	41
560019	574.04	507.92	740.59	550.76	650 	AC	501.19	42
587158	623.35	626.62	701.92	588.56	500 	AC	500.43	43
549925	524.74	587.05	585.94	512.97	650 	AC	496.98	44
544645	623.35	587.05	585.94	588.56	550 	AC	491.96	45
550189	574.04	587.05	701.92	626.35	500 	AC	491.18	46
588491	475.44	626.62	585.94	588.56	550 	AC	489.04	47
586756	574.04	587.05	663.26	626.35	500 	AC	487.32	48
572209	771.25	547.48	508.61	626.35	500 	AC	479.70	49
546361	524.74	666.19	547.28	475.18	550 	AC	479.30	50
583635	623.35	626.62	624.60	550.76	450 	AC	470.14	51
589604	574.04	507.92	624.60	437.38	650 	AC	466.92	52
575486	574.04	587.05	740.59	550.76	450 	AC	464.93	53
549914	672.65	468.35	547.28	550.76	600 	AC	464.85	54
570808	524.74	507.92	701.92	626.35	500 	AC	462.51	55
590572	475.44	468.35	624.60	512.97	650 	AC	460.30	56
560410	623.35	547.48	508.61	588.56	500 	AC	457.35	57
556376	524.74	626.62	547.28	475.18	500 	AC	452.43	58
591059	623.35	547.48	663.26	550.76	450 	AC	450.26	59
550944	672.65	507.92	624.60	512.97	500 	AC	446.90	60
590344	623.35	468.35	663.26	626.35	450 	AC	441.64	61
588028	574.04	547.48	547.28	550.76	450 	AC	433.73	62
591475	475.44	547.48	585.94	550.76	450 	AC	427.74	63
563018	574.04	547.48	585.94	550.76	400 	AC	422.60	64
559211	574.04	547.48	547.28	664.14	300 	AC	411.41	65
579112	574.04	468.35	508.61	550.76	400 	AC	391.12	66
583455	574.04	428.78	547.28	588.56	400 	AC	390.68	67
578551	574.04	587.05	508.61	588.56	250 	AC	389.30	68
587379	672.65	507.92	547.28	475.18	300 	AC	371.60	69
552919	623.35	547.48	624.60	701.94	650 	L1	536.63	1
546625	574.04	547.48	624.60	664.14	550 	L1	494.14	2
588271	672.65	468.35	547.28	664.14	250 	L1	382.53	3
587492	721.95	587.05	547.28	626.35	550 	L3	505.51	1
575400	475.44	507.92	469.95	399.59	450 	L3	374.03	2
544931	623.35	587.05	779.25	626.35	800 	L5	593.85	1
578688	820.55	666.19	585.94	701.94	550 	L5	558.10	2
586867	623.35	587.05	585.94	626.35	550 	L5	499.52	3
586350	524.74	626.62	547.28	664.14	500 	L5	490.22	4
557102	623.35	547.48	469.95	550.76	600 	L5	475.93	5
582622	623.35	587.05	469.95	588.56	500 	L5	465.36	6
550858	574.04	507.92	624.60	550.76	500 	L5	444.59	7
550860	574.04	547.48	585.94	777.52	500 	L7	497.95	1
586489	672.65	666.19	624.60	626.35	400 	L7	487.05	2
548797	574.04	547.48	547.28	588.56	600 	L7	486.29	3
583928	524.74	428.78	624.60	626.35	450 	L7	416.04	4
568904	623.35	428.78	508.61	512.97	400 	L7	376.62	5
573414	623.35	468.35	508.61	475.18	300 	L7	350.94	6
582801	524.74	587.05	585.94	626.35	650 	L8	519.66	1

2502  Administracao – bacharel
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
569263	721.95	705.76	779.25	739.73	900 	AC	692.00	1
568231	623.35	745.33	779.25	701.94	900 	AC	686.45	2
546825	574.04	705.76	624.60	701.94	950 	AC	669.18	3
556354	771.25	626.62	740.59	664.14	850 	AC	639.20	4
580169	869.86	666.19	624.60	739.73	750 	AC	634.45	5
548308	820.55	705.76	585.94	701.94	750 	AC	629.97	6
582614	574.04	705.76	701.92	739.73	750 	AC	624.47	7
574792	672.65	547.48	779.25	626.35	900 	AC	616.91	8
589248	574.04	587.05	663.26	588.56	900 	AC	599.76	9
576690	721.95	547.48	624.60	701.94	800 	AC	591.49	10
570268	574.04	547.48	740.59	739.73	750 	AC	580.86	11
586639	574.04	587.05	624.60	550.76	850 	AC	573.34	12
574881	721.95	626.62	508.61	475.18	850 	AC	573.28	13
580328	721.95	547.48	585.94	701.94	750 	AC	572.62	14
547462	721.95	666.19	740.59	739.73	550 	AC	571.26	15
547199	574.04	666.19	624.60	550.76	750 	AC	567.08	16
575406	721.95	587.05	624.60	588.56	750 	AC	565.68	17
546979	672.65	587.05	663.26	664.14	700 	AC	564.74	18
587741	524.74	666.19	547.28	512.97	800 	AC	561.86	19
587445	771.25	507.92	547.28	550.76	850 	AC	561.58	20
581871	475.44	587.05	624.60	739.73	700 	AC	556.27	21
566460	623.35	547.48	740.59	626.35	700 	AC	548.11	22
591719	574.04	547.48	508.61	512.97	850 	AC	542.31	23
560699	524.74	587.05	547.28	512.97	800 	AC	538.11	24
570065	574.04	626.62	701.92	626.35	600 	AC	533.06	25
572915	524.74	626.62	547.28	550.76	700 	AC	527.54	26
575811	721.95	705.76	701.92	626.35	450 	AC	526.59	27
568304	376.84	666.19	701.92	626.35	600 	AC	525.21	28
589775	623.35	547.48	585.94	664.14	650 	AC	525.20	29
584093	672.65	507.92	701.92	626.35	650 	AC	522.30	30
558027	623.35	666.19	701.92	701.94	450 	AC	519.97	31
570112	672.65	507.92	585.94	512.97	750 	AC	518.03	32
562978	524.74	587.05	547.28	626.35	650 	AC	515.79	33
560151	574.04	666.19	508.61	550.76	600 	AC	510.48	34
589706	574.04	468.35	547.28	664.14	700 	AC	507.67	35
590146	574.04	626.62	624.60	588.56	550 	AC	502.76	36
582675	672.65	468.35	663.26	626.35	600 	AC	491.57	37
546996	623.35	507.92	585.94	550.76	650 	AC	490.66	38
585754	574.04	626.62	624.60	588.56	500 	AC	487.76	39
584890	672.65	626.62	585.94	550.76	500 	AC	486.20	40
561430	623.35	626.62	701.92	664.14	400 	AC	485.54	41
565656	524.74	507.92	663.26	664.14	550 	AC	481.21	42
587026	475.44	547.48	585.94	739.73	500 	AC	480.53	43
556386	721.95	626.62	624.60	664.14	350 	AC	472.67	44
583554	574.04	547.48	547.28	588.56	550 	AC	471.29	45
591911	524.74	587.05	624.60	664.14	450 	AC	471.08	46
571061	574.04	468.35	701.92	701.94	500 	AC	470.69	47
581050	623.35	626.62	701.92	588.56	400 	AC	470.43	48
554709	524.74	547.48	624.60	626.35	500 	AC	466.65	49
569432	623.35	547.48	585.94	512.97	550 	AC	464.97	50
557071	672.65	428.78	585.94	588.56	600 	AC	464.40	51
576649	574.04	547.48	624.60	588.56	500 	AC	464.02	52
584826	524.74	547.48	624.60	588.56	500 	AC	459.09	53
586742	524.74	547.48	624.60	512.97	550 	AC	458.98	54
582554	771.25	468.35	624.60	626.35	450 	AC	452.56	55
551035	574.04	507.92	624.60	437.38	600 	AC	451.92	56
589760	574.04	547.48	469.95	512.97	550 	AC	448.44	57
564849	574.04	507.92	585.94	550.76	500 	AC	440.73	58
545739	524.74	468.35	585.94	475.18	600 	AC	438.81	59
587798	672.65	626.62	624.60	664.14	250 	AC	437.74	60
555591	623.35	626.62	585.94	550.76	350 	AC	436.27	61
586060	475.44	547.48	624.60	550.76	450 	AC	431.60	62
591865	623.35	626.62	624.60	626.35	250 	AC	425.25	63
592476	475.44	547.48	469.95	512.97	500 	AC	423.58	64
567477	623.35	468.35	585.94	626.35	400 	AC	418.90	65
581696	623.35	547.48	624.60	626.35	300 	AC	416.51	66
562182	623.35	468.35	624.60	588.56	400 	AC	415.21	67
587920	475.44	626.62	585.94	664.14	250 	AC	414.16	68
579955	574.04	547.48	547.28	512.97	400 	AC	411.17	69
587976	672.65	626.62	547.28	475.18	300 	AC	407.22	70
565776	623.35	547.48	585.94	626.35	250 	AC	397.65	71
591177	623.35	507.92	624.60	588.56	300 	AC	397.08	72
558402	524.74	626.62	431.29	550.76	300 	AC	395.94	73
592365	475.44	507.92	740.59	512.97	350 	AC	393.77	74
581466	524.74	547.48	547.28	437.38	400 	AC	391.13	75
585540	721.95	507.92	663.26	550.76	250 	AC	388.25	76
591701	672.65	547.48	547.28	512.97	250 	AC	376.03	77
560175	475.44	468.35	624.60	512.97	350 	AC	370.30	78
572353	574.04	507.92	547.28	512.97	300 	AC	369.30	79
592069	524.74	587.05	547.28	475.18	250 	AC	365.56	80
584983	376.84	468.35	508.61	588.56	350 	AC	363.96	81
589621	475.44	547.48	508.61	550.76	250 	AC	360.01	82
561915	574.04	547.48	469.95	512.97	250 	AC	358.44	83
582288	524.74	468.35	547.28	512.97	300 	AC	352.50	84
563343	623.35	468.35	392.63	512.97	300 	AC	346.90	85
592593	524.74	547.48	508.61	437.38	250 	AC	342.26	86
589935	376.84	507.92	469.95	588.56	250 	AC	341.97	87
552180	524.74	547.48	547.28	399.59	250 	AC	338.57	88
582547	475.44	468.35	585.94	399.59	300 	AC	328.76	89
589225	475.44	428.78	585.94	437.38	250 	AC	309.45	90
572352	376.84	389.21	431.29	361.80	300 	AC	272.14	91
581405	623.35	587.05	547.28	437.38	800 	L1	532.86	1
559634	574.04	587.05	701.92	626.35	600 	L1	521.18	2
590208	574.04	587.05	701.92	739.73	500 	L1	513.86	3
560881	574.04	547.48	547.28	664.14	600 	L1	501.41	4
579717	574.04	626.62	547.28	701.94	450 	L1	487.71	5
560948	623.35	626.62	547.28	512.97	550 	L1	484.85	6
559097	524.74	468.35	508.61	550.76	650 	L1	461.19	7
557502	524.74	626.62	585.94	626.35	400 	L1	456.53	8
571828	524.74	507.92	392.63	550.76	550 	L1	431.47	9
551502	524.74	507.92	392.63	512.97	350 	L1	363.91	10
563045	721.95	468.35	547.28	475.18	250 	L1	349.66	11
591292	623.35	626.62	508.61	588.56	950 	L3	616.10	1
554303	672.65	547.48	624.60	664.14	700 	L3	549.00	2
558020	475.44	587.05	663.26	588.56	700 	L3	529.90	3
588790	672.65	587.05	740.59	664.14	550 	L3	527.47	4
549751	623.35	626.62	779.25	512.97	600 	L3	523.04	5
564385	574.04	587.05	624.60	550.76	600 	L3	498.34	6
562005	574.04	507.92	701.92	512.97	500 	L3	444.77	7
583241	524.74	547.48	624.60	512.97	500 	L3	443.98	8
573757	524.74	626.62	547.28	475.18	450 	L3	437.43	9
586448	574.04	547.48	547.28	626.35	400 	L3	433.85	10
558240	524.74	547.48	585.94	626.35	400 	L3	432.79	11
586820	524.74	547.48	508.61	437.38	550 	L3	432.26	12
587248	524.74	468.35	624.60	626.35	400 	L3	412.91	13
588433	524.74	547.48	663.26	588.56	300 	L3	402.96	14
567789	623.35	468.35	508.61	512.97	400 	L3	388.50	15
559566	574.04	507.92	469.95	550.76	550 	L4	444.13	1
554596	376.84	626.62	701.92	550.76	900 	L5	588.22	1
555926	574.04	587.05	585.94	588.56	800 	L5	562.03	2
588976	672.65	705.76	663.26	626.35	550 	L5	547.79	3
577017	721.95	666.19	585.94	739.73	500 	L5	540.79	4
572945	672.65	587.05	547.28	664.14	650 	L5	538.14	5
577028	623.35	547.48	740.59	626.35	600 	L5	518.11	6
553732	524.74	626.62	663.26	626.35	550 	L5	509.26	7
587767	574.04	507.92	585.94	512.97	750 	L5	508.17	8
585615	574.04	507.92	663.26	588.56	650 	L5	501.02	9
592552	475.44	626.62	624.60	550.76	600 	L5	500.35	10
551169	623.35	468.35	585.94	512.97	650 	L5	471.23	11
546699	524.74	547.48	547.28	437.38	550 	L5	436.13	12
583531	672.65	587.05	585.94	512.97	350 	L5	421.77	13
581008	623.35	507.92	585.94	550.76	400 	L5	415.66	14
561194	574.04	507.92	663.26	437.38	400 	L5	395.78	15
561065	574.04	507.92	469.95	512.97	350 	L5	376.57	16
559736	721.95	547.48	547.28	475.18	250 	L5	373.41	17
580521	574.04	626.62	585.94	512.97	850 	L7	573.78	1
559704	524.74	468.35	508.61	512.97	850 	L7	513.64	2
566292	721.95	507.92	585.94	739.73	550 	L7	508.31	3
563070	574.04	587.05	585.94	512.97	650 	L7	501.91	4
562486	524.74	547.48	624.60	550.76	600 	L7	481.53	5
567523	574.04	547.48	585.94	588.56	550 	L7	475.16	6
564543	721.95	547.48	547.28	437.38	550 	L7	455.85	7
586454	574.04	705.76	624.60	588.56	300 	L7	451.51	8
584831	672.65	666.19	508.61	512.97	350 	L7	437.78	9
546764	574.04	547.48	624.60	550.76	400 	L7	426.46	10
559298	524.74	428.78	624.60	475.18	250 	L7	325.80	11

1303  Agronomia – bacharel
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
584455	672.65	666.19	701.92	701.94	850 	AC	654.08	1
575348	721.95	666.19	740.59	664.14	800 	AC	645.78	2
544664	623.35	626.62	740.59	588.56	900 	AC	643.49	3
545040	623.35	666.19	701.92	588.56	850 	AC	626.97	4
551367	721.95	626.62	701.92	626.35	800 	AC	626.44	5
544773	623.35	547.48	585.94	777.52	800 	AC	602.68	6
553039	672.65	784.90	663.26	701.94	650 	AC	600.76	7
589067	672.65	507.92	779.25	739.73	700 	AC	596.89	8
560462	721.95	507.92	431.29	626.35	900 	AC	594.89	9
564649	574.04	666.19	624.60	701.94	750 	AC	591.43	10
558160	721.95	626.62	624.60	664.14	700 	AC	586.52	11
564558	623.35	666.19	508.61	588.56	800 	AC	578.09	12
557912	524.74	547.48	547.28	664.14	850 	AC	577.58	13
584328	475.44	507.92	624.60	550.76	900 	AC	573.42	14
543744	524.74	587.05	663.26	626.35	750 	AC	563.87	15
556678	574.04	587.05	663.26	664.14	700 	AC	561.72	16
550042	524.74	587.05	547.28	626.35	800 	AC	561.20	17
586456	524.74	547.48	547.28	739.73	750 	AC	556.84	18
570661	623.35	666.19	624.60	739.73	600 	AC	555.95	19
571271	623.35	587.05	508.61	588.56	750 	AC	548.23	20
544487	771.25	468.35	624.60	588.56	650 	AC	539.09	21
570378	524.74	507.92	663.26	550.76	750 	AC	538.08	22
557751	721.95	705.76	508.61	664.14	550 	AC	530.38	23
565432	574.04	587.05	624.60	512.97	700 	AC	530.08	24
543832	623.35	587.05	547.28	512.97	700 	AC	525.41	25
552176	475.44	507.92	547.28	512.97	800 	AC	520.90	26
553261	771.25	468.35	547.28	437.38	700 	AC	517.68	27
556345	672.65	507.92	663.26	777.52	500 	AC	517.19	28
591001	574.04	587.05	547.28	664.14	600 	AC	509.05	29
584094	574.04	587.05	624.60	664.14	550 	AC	505.27	30
586004	672.65	587.05	392.63	588.56	650 	AC	503.78	31
549263	672.65	547.48	547.28	664.14	550 	AC	502.23	32
567492	623.35	547.48	624.60	512.97	600 	AC	498.37	33
550115	574.04	547.48	624.60	550.76	600 	AC	496.45	34
570940	475.44	784.90	624.60	550.76	500 	AC	486.25	35
550178	623.35	666.19	508.61	437.38	600 	AC	486.22	36
582896	672.65	587.05	585.94	588.56	500 	AC	486.00	37
575691	672.65	587.05	547.28	626.35	500 	AC	485.86	38
590573	623.35	587.05	624.60	550.76	500 	AC	477.93	39
590177	623.35	468.35	469.95	512.97	650 	AC	476.07	40
571617	574.04	468.35	663.26	550.76	550 	AC	473.04	41
551063	475.44	587.05	547.28	664.14	500 	AC	459.29	42
550899	623.35	547.48	469.95	626.35	500 	AC	458.16	43
545153	623.35	507.92	547.28	588.56	500 	AC	458.15	44
546405	623.35	507.92	624.60	588.56	450 	AC	454.37	45
564928	574.04	547.48	663.26	550.76	450 	AC	452.89	46
585626	574.04	507.92	701.92	550.76	450 	AC	452.74	47
547896	672.65	507.92	547.28	588.56	450 	AC	449.70	48
547445	574.04	587.05	508.61	626.35	450 	AC	446.31	49
577947	672.65	468.35	663.26	588.56	400 	AC	445.77	50
556068	672.65	507.92	508.61	588.56	450 	AC	443.26	51
559598	574.04	587.05	508.61	550.76	450 	AC	433.71	52
554093	574.04	468.35	508.61	550.76	500 	AC	430.60	53
557086	475.44	587.05	585.94	437.38	500 	AC	427.94	54
585163	475.44	587.05	547.28	626.35	400 	AC	419.65	55
545535	376.84	547.48	508.61	588.56	500 	AC	417.22	56
590115	574.04	626.62	624.60	512.97	300 	AC	403.34	57
546061	475.44	507.92	431.29	512.97	500 	AC	401.57	58
544753	623.35	587.05	392.63	512.97	400 	AC	399.63	59
583170	672.65	507.92	431.29	550.76	350 	AC	390.74	60
587518	475.44	507.92	469.95	626.35	350 	AC	376.91	61
548447	524.74	507.92	508.61	588.56	250 	AC	351.94	62
569282	623.35	547.48	392.63	475.18	250 	AC	336.74	63
551540	475.44	547.48	740.59	739.73	750 	L1	580.84	1
544228	672.65	587.05	624.60	701.94	650 	L1	561.34	2
555638	574.04	666.19	508.61	512.97	750 	L1	540.60	3
563021	524.74	587.05	547.28	626.35	700 	L1	527.87	4
561541	623.35	547.48	547.28	550.76	650 	L1	508.45	5
574249	672.65	507.92	585.94	512.97	500 	L1	460.21	6
560587	623.35	547.48	547.28	588.56	450 	L1	448.08	7
543655	574.04	468.35	547.28	512.97	500 	L1	430.74	8
552511	475.44	468.35	508.61	475.18	500 	L1	401.56	9
543395	475.44	547.48	624.60	588.56	300 	L1	386.31	10
573582	475.44	507.92	779.25	550.76	650 	L3	515.86	1
551123	574.04	468.35	547.28	475.18	600 	L3	457.77	2
546943	721.95	587.05	547.28	475.18	700 	L5	535.54	1
546886	672.65	547.48	701.92	701.94	550 	L5	534.30	2
582283	672.65	547.48	663.26	588.56	550 	L5	508.96	3
588653	672.65	547.48	547.28	550.76	600 	L5	500.00	4
568828	623.35	507.92	585.94	588.56	550 	L5	481.26	5
555262	721.95	587.05	585.94	550.76	450 	L5	471.25	6
552043	672.65	547.48	547.28	550.76	400 	L5	433.33	7
557507	574.04	587.05	469.95	437.38	500 	L5	425.04	8
545613	623.35	587.05	469.95	701.94	300 	L5	410.68	9
561372	574.04	547.48	508.61	550.76	400 	L5	410.45	10
552027	524.74	507.92	508.61	626.35	400 	L5	408.24	11
577688	475.44	587.05	585.94	550.76	350 	L5	396.83	12
555256	524.74	468.35	547.28	550.76	350 	L5	378.82	13
581590	376.84	507.92	624.60	475.18	400 	L5	377.72	14
571082	475.44	547.48	547.28	475.18	250 	L5	337.86	15
590876	574.04	587.05	701.92	475.18	850 	L7	586.67	1
552049	574.04	547.48	624.60	626.35	550 	L7	492.38	2
589141	574.04	626.62	469.95	664.14	550 	L7	486.09	3
